Document,Modal_Category,Term,Raw_Count,Normalized_Freq_1000,Total_Words
Wiki_CCM_2014-09-02.spacy,Likelihood,likely,5,0.6214267959234402,8046
Wiki_CCM_2014-09-02.spacy,Likelihood,unlikely,4,0.49714143673875216,8046
Wiki_CCM_2014-09-02.spacy,Confidence,high confidence,1,0.12428535918468804,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,may,23,2.8585632612478253,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,can,41,5.09569972657221,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,would,35,4.349987571464081,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,should,6,0.7457121551081282,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,will,15,1.8642803877703207,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,could,23,2.8585632612478253,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,must,2,0.24857071836937608,8046
Wiki_CCM_2014-09-02.spacy,Modal Verbs,might,4,0.49714143673875216,8046
Wiki_CCM_2014-09-02.spacy,Modal Adverbs,probably,3,0.3728560775540641,8046
Wiki_CCM_2014-09-02.spacy,Negation Near Modal,count,3,0.3728560775540641,8046
Wiki_CCM_2022-06-13.spacy,Likelihood,likely,8,0.7350914269962326,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,can,100,9.188642837452909,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,may,38,3.491684278232105,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,would,39,3.583570706606634,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,should,7,0.6432049986217035,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,might,1,0.09188642837452908,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,must,9,0.8269778553707617,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,could,55,5.053753560599099,10883
Wiki_CCM_2022-06-13.spacy,Modal Verbs,will,29,2.6647064228613435,10883
Wiki_CCM_2022-06-13.spacy,Modal Adverbs,perhaps,1,0.09188642837452908,10883
Wiki_CCM_2022-06-13.spacy,Modal Adverbs,probably,1,0.09188642837452908,10883
Wiki_CCM_2022-06-13.spacy,Negation Near Modal,count,7,0.6432049986217035,10883
